,comment,rating,sentimen,cleaned_comment,case_folding,text_tokens,text_stopword
592,Akun saya terblokir sudah dua kali . akun pertama likenya sudah banyak pengikutnya juga sudah banyak sudah cape2 ngumpulin like sebanyak itu malah akunya ke blokir.akun ke dua aku juga padala daftarnya belum 2 bulan.homon perbaiki dan lebih baik pulihkan akun aku.akun pertama=larigata_girl Akun ke dua=veee_xiiiaaaa07.,1,-1,AkunsayaterblokirsudahduakaliakunpertamalikenyasudahbanyakpengikutnyajugasudahbanyaksudahcapengumpulinlikesebanyakitumalahakunyakeblokirakunkeduaakujugapadaladaftarnyabelumbulanhomonperbaikidanlebihbaikpulihkanakunakuakunpertamalarigatagirlAkunkeduaveeexiiiaaaa,akunsayaterblokirsudahduakaliakunpertamalikenyasudahbanyakpengikutnyajugasudahbanyaksudahcapengumpulinlikesebanyakitumalahakunyakeblokirakunkeduaakujugapadaladaftarnyabelumbulanhomonperbaikidanlebihbaikpulihkanakunakuakunpertamalarigatagirlakunkeduaveeexiiiaaaa,['akunsayaterblokirsudahduakaliakunpertamalikenyasudahbanyakpengikutnyajugasudahbanyaksudahcapengumpulinlikesebanyakitumalahakunyakeblokirakunkeduaakujugapadaladaftarnyabelumbulanhomonperbaikidanlebihbaikpulihkanakunakuakunpertamalarigatagirlakunkeduaveeexiiiaaaa'],['akunsayaterblokirsudahduakaliakunpertamalikenyasudahbanyakpengikutnyajugasudahbanyaksudahcapengumpulinlikesebanyakitumalahakunyakeblokirakunkeduaakujugapadaladaftarnyabelumbulanhomonperbaikidanlebihbaikpulihkanakunakuakunpertamalarigatagirlakunkeduaveeexiiiaaaa']
593,Makin kesini makin kacau Dikit² pelanggaran padhal cuma video biasa,1,-1,MakinkesinimakinkacauDikitpelanggaranpadhalcumavideobiasa,makinkesinimakinkacaudikitpelanggaranpadhalcumavideobiasa,['makinkesinimakinkacaudikitpelanggaranpadhalcumavideobiasa'],['makinkesinimakinkacaudikitpelanggaranpadhalcumavideobiasa']
594,Sangat bagus,5,1,Sangatbagus,sangatbagus,['sangatbagus'],['sangatbagus']
595,Bagus sekali😭,5,1,Bagussekali,bagussekali,['bagussekali'],['bagussekali']
596,B aj,5,1,Baj,baj,['baj'],['baj']
597,Oke,5,1,Oke,oke,['oke'],['oke']
598,Knp pas lagi nonton tiktok tiba tiba tida ada koneksi internet padahal ada tolong di perbaiki🙏🏾,2,-1,Knppaslaginontontiktoktibatibatidaadakoneksiinternetpadahaladatolongdiperbaiki,knppaslaginontontiktoktibatibatidaadakoneksiinternetpadahaladatolongdiperbaiki,['knppaslaginontontiktoktibatibatidaadakoneksiinternetpadahaladatolongdiperbaiki'],['knppaslaginontontiktoktibatibatidaadakoneksiinternetpadahaladatolongdiperbaiki']
599,DefitaFilipe,1,-1,DefitaFilipe,defitafilipe,['defitafilipe'],['defitafilipe']
600,Good,5,1,Good,good,['good'],['good']
601,Ga bagus,5,1,Gabagus,gabagus,['gabagus'],['gabagus']
602,Good👍,5,1,Good,good,['good'],['good']
603,suke,5,1,suke,suke,['suke'],['suke']
604,Aku ingin aplikasi ini menampilkan semua video kecuali saru-saru ada yang menikah lah tolong ya dan menampilkan sinetron,1,-1,Akuinginaplikasiinimenampilkansemuavideokecualisarusaruadayangmenikahlahtolongyadanmenampilkansinetron,akuinginaplikasiinimenampilkansemuavideokecualisarusaruadayangmenikahlahtolongyadanmenampilkansinetron,['akuinginaplikasiinimenampilkansemuavideokecualisarusaruadayangmenikahlahtolongyadanmenampilkansinetron'],['akuinginaplikasiinimenampilkansemuavideokecualisarusaruadayangmenikahlahtolongyadanmenampilkansinetron']
605,susah bgt fyp,1,-1,susahbgtfyp,susahbgtfyp,['susahbgtfyp'],['susahbgtfyp']
606,Kenapa video dsn fotoyang saya post tidak fyp,4,1,Kenapavideodsnfotoyangsayaposttidakfyp,kenapavideodsnfotoyangsayaposttidakfyp,['kenapavideodsnfotoyangsayaposttidakfyp'],['kenapavideodsnfotoyangsayaposttidakfyp']
607,Tik tok sangat bagus !,5,1,Tiktoksangatbagus,tiktoksangatbagus,['tiktoksangatbagus'],['tiktoksangatbagus']
608,Bagus sekali,5,1,Bagussekali,bagussekali,['bagussekali'],['bagussekali']
609,Beri bintang 2 dlu karna pas nonton live selalu putus,2,-1,Beribintangdlukarnapasnontonliveselaluputus,beribintangdlukarnapasnontonliveselaluputus,['beribintangdlukarnapasnontonliveselaluputus'],['beribintangdlukarnapasnontonliveselaluputus']
610,"sekarang tiktok gak bisa simpan Poto ke galeri,,yg ada cuma bisa simpan ke draf doang ga kaya dulu",4,1,sekarangtiktokgakbisasimpanPotokegaleriygadacumabisasimpankedrafdoanggakayadulu,sekarangtiktokgakbisasimpanpotokegaleriygadacumabisasimpankedrafdoanggakayadulu,['sekarangtiktokgakbisasimpanpotokegaleriygadacumabisasimpankedrafdoanggakayadulu'],['sekarangtiktokgakbisasimpanpotokegaleriygadacumabisasimpankedrafdoanggakayadulu']
611,Slalu ke depan,5,1,Slalukedepan,slalukedepan,['slalukedepan'],['slalukedepan']
612,Saya kasi 3 bintang 🔯🔯 🔯 karena saya baru pakai aplikasi ini,3,0,Sayakasibintangkarenasayabarupakaiaplikasiini,sayakasibintangkarenasayabarupakaiaplikasiini,['sayakasibintangkarenasayabarupakaiaplikasiini'],['sayakasibintangkarenasayabarupakaiaplikasiini']
613,kok di aku gabisa update ya tiktok nya,1,-1,kokdiakugabisaupdateyatiktoknya,kokdiakugabisaupdateyatiktoknya,['kokdiakugabisaupdateyatiktoknya'],['kokdiakugabisaupdateyatiktoknya']
614,Bagus,4,1,Bagus,bagus,['bagus'],['bagus']
615,Aplikasi Ini Sangat Menghibur,5,1,AplikasiIniSangatMenghibur,aplikasiinisangatmenghibur,['aplikasiinisangatmenghibur'],['aplikasiinisangatmenghibur']
616,Sigma rizz gyat mewing,5,1,Sigmarizzgyatmewing,sigmarizzgyatmewing,['sigmarizzgyatmewing'],['sigmarizzgyatmewing']
617,saya suka dengan aplicasih tiktok karna sangat menghibur aku,5,1,sayasukadenganaplicasihtiktokkarnasangatmenghiburaku,sayasukadenganaplicasihtiktokkarnasangatmenghiburaku,['sayasukadenganaplicasihtiktokkarnasangatmenghiburaku'],['sayasukadenganaplicasihtiktokkarnasangatmenghiburaku']
618,𝚘𝚔,3,0,,,[],[]
619,Masalah nya cuman 1 Shadow ban nya gak asik,2,-1,MasalahnyacumanShadowbannyagakasik,masalahnyacumanshadowbannyagakasik,['masalahnyacumanshadowbannyagakasik'],['masalahnyacumanshadowbannyagakasik']
620,Apa ini tiktok buat video aja kena blokir Payah ini aplikasi gak seru,1,-1,ApainitiktokbuatvideoajakenablokirPayahiniaplikasigakseru,apainitiktokbuatvideoajakenablokirpayahiniaplikasigakseru,['apainitiktokbuatvideoajakenablokirpayahiniaplikasigakseru'],['apainitiktokbuatvideoajakenablokirpayahiniaplikasigakseru']
621,Sangat bermanfaat,5,1,Sangatbermanfaat,sangatbermanfaat,['sangatbermanfaat'],['sangatbermanfaat']
622,Gue mau Jarigan gue semakin baik,5,1,GuemauJariganguesemakinbaik,guemaujariganguesemakinbaik,['guemaujariganguesemakinbaik'],['guemaujariganguesemakinbaik']
623,Aplikasi kerren,5,1,Aplikasikerren,aplikasikerren,['aplikasikerren'],['aplikasikerren']
624,Aplikasi sangat bagus..tapi kenapa music tiktoknya pas buka live jadi tidak ada,3,0,Aplikasisangatbagustapikenapamusictiktoknyapasbukalivejaditidakada,aplikasisangatbagustapikenapamusictiktoknyapasbukalivejaditidakada,['aplikasisangatbagustapikenapamusictiktoknyapasbukalivejaditidakada'],['aplikasisangatbagustapikenapamusictiktoknyapasbukalivejaditidakada']
625,Ini bagus banget sih tik tok nya debes sih,5,1,Inibagusbangetsihtiktoknyadebessih,inibagusbangetsihtiktoknyadebessih,['inibagusbangetsihtiktoknyadebessih'],['inibagusbangetsihtiktoknyadebessih']
626,Bikin video bisa cantik mantap,5,1,Bikinvideobisacantikmantap,bikinvideobisacantikmantap,['bikinvideobisacantikmantap'],['bikinvideobisacantikmantap']
627,Bagus apk nya,5,1,Bagusapknya,bagusapknya,['bagusapknya'],['bagusapknya']
628,Bagus sekali,5,1,Bagussekali,bagussekali,['bagussekali'],['bagussekali']
629,Bikin aku kesal sih kenapa ya aku maunya foto tapi malah jadi vidio kenapa ya tiktok punya kakak aku beda ya dari punya aku gak adil ini mah tolong di perbaiki lagi!,1,-1,Bikinakukesalsihkenapayaakumaunyafototapimalahjadividiokenapayatiktokpunyakakakakubedayadaripunyaakugakadilinimahtolongdiperbaikilagi,bikinakukesalsihkenapayaakumaunyafototapimalahjadividiokenapayatiktokpunyakakakakubedayadaripunyaakugakadilinimahtolongdiperbaikilagi,['bikinakukesalsihkenapayaakumaunyafototapimalahjadividiokenapayatiktokpunyakakakakubedayadaripunyaakugakadilinimahtolongdiperbaikilagi'],['bikinakukesalsihkenapayaakumaunyafototapimalahjadividiokenapayatiktokpunyakakakakubedayadaripunyaakugakadilinimahtolongdiperbaikilagi']
630,gusbagus takye,5,1,gusbagustakye,gusbagustakye,['gusbagustakye'],['gusbagustakye']
631,Aplikasi tik tok sangat membantu kami,3,0,Aplikasitiktoksangatmembantukami,aplikasitiktoksangatmembantukami,['aplikasitiktoksangatmembantukami'],['aplikasitiktoksangatmembantukami']
632,Knpa efek pada hilang,2,-1,Knpaefekpadahilang,knpaefekpadahilang,['knpaefekpadahilang'],['knpaefekpadahilang']
633,Maeerjan,5,1,Maeerjan,maeerjan,['maeerjan'],['maeerjan']
634,Sangat bagus dan ada hiburannya,3,0,Sangatbagusdanadahiburannya,sangatbagusdanadahiburannya,['sangatbagusdanadahiburannya'],['sangatbagusdanadahiburannya']
635,Kenaph. Susah di buka lgh,5,1,KenaphSusahdibukalgh,kenaphsusahdibukalgh,['kenaphsusahdibukalgh'],['kenaphsusahdibukalgh']
636,Perbanyak perbaikan aplikasi ini 🙏🥺,1,-1,Perbanyakperbaikanaplikasiini,perbanyakperbaikanaplikasiini,['perbanyakperbaikanaplikasiini'],['perbanyakperbaikanaplikasiini']
637,Plis dukung tiktok saya biar fyp,5,1,Plisdukungtiktoksayabiarfyp,plisdukungtiktoksayabiarfyp,['plisdukungtiktoksayabiarfyp'],['plisdukungtiktoksayabiarfyp']
638,Apknya bagus tapi kalo dah masuk kok keluar lagi jadi saya kek kesel gitu tolong di perbaiki lagi ya tiktok,4,1,Apknyabagustapikalodahmasukkokkeluarlagijadisayakekkeselgitutolongdiperbaikilagiyatiktok,apknyabagustapikalodahmasukkokkeluarlagijadisayakekkeselgitutolongdiperbaikilagiyatiktok,['apknyabagustapikalodahmasukkokkeluarlagijadisayakekkeselgitutolongdiperbaikilagiyatiktok'],['apknyabagustapikalodahmasukkokkeluarlagijadisayakekkeselgitutolongdiperbaikilagiyatiktok']
639,B aja sih,5,1,Bajasih,bajasih,['bajasih'],['bajasih']
640,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
641,Aplikasinya sangat bagus video makin HD pokoknya bagus banget,5,1,AplikasinyasangatbagusvideomakinHDpokoknyabagusbanget,aplikasinyasangatbagusvideomakinhdpokoknyabagusbanget,['aplikasinyasangatbagusvideomakinhdpokoknyabagusbanget'],['aplikasinyasangatbagusvideomakinhdpokoknyabagusbanget']
642,Apk nya ga kaya dlu sekarang mh jelek banyak bug burik apk nya saya udh ga main ni apk pihak tiktok tolong di perbaiki lah bjir,1,-1,Apknyagakayadlusekarangmhjelekbanyakbugburikapknyasayaudhgamainniapkpihaktiktoktolongdiperbaikilahbjir,apknyagakayadlusekarangmhjelekbanyakbugburikapknyasayaudhgamainniapkpihaktiktoktolongdiperbaikilahbjir,['apknyagakayadlusekarangmhjelekbanyakbugburikapknyasayaudhgamainniapkpihaktiktoktolongdiperbaikilahbjir'],['apknyagakayadlusekarangmhjelekbanyakbugburikapknyasayaudhgamainniapkpihaktiktoktolongdiperbaikilahbjir']
643,Aplikasi nia bagus,5,1,Aplikasiniabagus,aplikasiniabagus,['aplikasiniabagus'],['aplikasiniabagus']
644,bagus sih kata sayaaaa,4,1,bagussihkatasayaaaa,bagussihkatasayaaaa,['bagussihkatasayaaaa'],['bagussihkatasayaaaa']
645,Mu'izz,1,-1,Muizz,muizz,['muizz'],['muizz']
646,Sangat bagus,5,1,Sangatbagus,sangatbagus,['sangatbagus'],['sangatbagus']
647,نور شيحي,5,1,,,[],[]
648,Bagus,1,-1,Bagus,bagus,['bagus'],['bagus']
649,App ini bagus sekali buat anak saya👌🙏😇,1,-1,Appinibagussekalibuatanaksaya,appinibagussekalibuatanaksaya,['appinibagussekalibuatanaksaya'],['appinibagussekalibuatanaksaya']
650,Ya sangat menarik,5,1,Yasangatmenarik,yasangatmenarik,['yasangatmenarik'],['yasangatmenarik']
651,Saya tidak suka karena pas saya lagi nonto tiba tiba Saia di blog dari tiktok 😡😠,2,-1,SayatidaksukakarenapassayalaginontotibatibaSaiadiblogdaritiktok,sayatidaksukakarenapassayalaginontotibatibasaiadiblogdaritiktok,['sayatidaksukakarenapassayalaginontotibatibasaiadiblogdaritiktok'],['sayatidaksukakarenapassayalaginontotibatibasaiadiblogdaritiktok']
652,Bagus,4,1,Bagus,bagus,['bagus'],['bagus']
653,Bsloch,4,1,Bsloch,bsloch,['bsloch'],['bsloch']
654,Asyik,5,1,Asyik,asyik,['asyik'],['asyik']
655,"Yah sangat bagus menghibur kita,tapi ko pas saya posting ko vidionya hilang tingal suaranya saja itu yang membuat saya kesal sii padahal udah bikin bagus bagusnya malah hilang vidionya ini bagaimana ya atasinya..",2,-1,Yahsangatbagusmenghiburkitatapikopassayapostingkovidionyahilangtingalsuaranyasajaituyangmembuatsayakesalsiipadahaludahbikinbagusbagusnyamalahhilangvidionyainibagaimanayaatasinya,yahsangatbagusmenghiburkitatapikopassayapostingkovidionyahilangtingalsuaranyasajaituyangmembuatsayakesalsiipadahaludahbikinbagusbagusnyamalahhilangvidionyainibagaimanayaatasinya,['yahsangatbagusmenghiburkitatapikopassayapostingkovidionyahilangtingalsuaranyasajaituyangmembuatsayakesalsiipadahaludahbikinbagusbagusnyamalahhilangvidionyainibagaimanayaatasinya'],['yahsangatbagusmenghiburkitatapikopassayapostingkovidionyahilangtingalsuaranyasajaituyangmembuatsayakesalsiipadahaludahbikinbagusbagusnyamalahhilangvidionyainibagaimanayaatasinya']
656,Keren banget,5,1,Kerenbanget,kerenbanget,['kerenbanget'],['kerenbanget']
657,Video,5,1,Video,video,['video'],['video']
658,Bagas tribel nya mana tiktok,5,1,Bagastribelnyamanatiktok,bagastribelnyamanatiktok,['bagastribelnyamanatiktok'],['bagastribelnyamanatiktok']
659,Y xź🚬🛂🚬🚬🛂,4,1,Yx,yx,['yx'],['yx']
660,goody bagnya ga ada,3,0,goodybagnyagaada,goodybagnyagaada,['goodybagnyagaada'],['goodybagnyagaada']
661,👍,5,1,,,[],[]
662,Ap k bagus,5,1,Apkbagus,apkbagus,['apkbagus'],['apkbagus']
663,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
664,👍👍,5,1,,,[],[]
665,Puas,5,1,Puas,puas,['puas'],['puas']
666,kenapa saya tidak bisa buka aplikasi ini,2,-1,kenapasayatidakbisabukaaplikasiini,kenapasayatidakbisabukaaplikasiini,['kenapasayatidakbisabukaaplikasiini'],['kenapasayatidakbisabukaaplikasiini']
667,ok,4,1,ok,ok,['ok'],[]
668,Ga ada bokep nya ga asik👎🏻👎🏻👎🏻,1,-1,Gaadabokepnyagaasik,gaadabokepnyagaasik,['gaadabokepnyagaasik'],['gaadabokepnyagaasik']
669,I like,5,1,Ilike,ilike,['ilike'],['ilike']
670,Sangat bagus,5,1,Sangatbagus,sangatbagus,['sangatbagus'],['sangatbagus']
671,Keren dahhh pokonia keren bngt dah😍,5,1,Kerendahhhpokoniakerenbngtdah,kerendahhhpokoniakerenbngtdah,['kerendahhhpokoniakerenbngtdah'],['kerendahhhpokoniakerenbngtdah']
672,Sangat senang,5,1,Sangatsenang,sangatsenang,['sangatsenang'],['sangatsenang']
673,Ok 👍,4,1,Ok,ok,['ok'],[]
674,Joker of Tik Tok 🤡,1,-1,JokerofTikTok,jokeroftiktok,['jokeroftiktok'],['jokeroftiktok']
675,"kenapa foto yang di simpan malah jadi video dngan durasi 10 detik? cara mengatur nya dimana ya, tolong perbaiki tiktok",1,-1,kenapafotoyangdisimpanmalahjadivideodngandurasidetikcaramengaturnyadimanayatolongperbaikitiktok,kenapafotoyangdisimpanmalahjadivideodngandurasidetikcaramengaturnyadimanayatolongperbaikitiktok,['kenapafotoyangdisimpanmalahjadivideodngandurasidetikcaramengaturnyadimanayatolongperbaikitiktok'],['kenapafotoyangdisimpanmalahjadivideodngandurasidetikcaramengaturnyadimanayatolongperbaikitiktok']
676,3. dulu krna suka di batasin kenapa ya,3,0,dulukrnasukadibatasinkenapaya,dulukrnasukadibatasinkenapaya,['dulukrnasukadibatasinkenapaya'],['dulukrnasukadibatasinkenapaya']
677,Taktik bpkp,5,1,Taktikbpkp,taktikbpkp,['taktikbpkp'],['taktikbpkp']
678,👍👍👍👍,5,1,,,[],[]
679,Indonesia Di Jajah China,1,-1,IndonesiaDiJajahChina,indonesiadijajahchina,['indonesiadijajahchina'],['indonesiadijajahchina']
680,Aplikasi brainroot,5,1,Aplikasibrainroot,aplikasibrainroot,['aplikasibrainroot'],['aplikasibrainroot']
681,keren,5,1,keren,keren,['keren'],['keren']
682,Miakalifa,5,1,Miakalifa,miakalifa,['miakalifa'],['miakalifa']
683,Top,3,0,Top,top,['top'],['top']
684,Baik sekali,5,1,Baiksekali,baiksekali,['baiksekali'],['baiksekali']
685,Bgs tp sk mati klo mau video,5,1,Bgstpskmatiklomauvideo,bgstpskmatiklomauvideo,['bgstpskmatiklomauvideo'],['bgstpskmatiklomauvideo']
686,Chadmoni,5,1,Chadmoni,chadmoni,['chadmoni'],['chadmoni']
687,TiTok,5,1,TiTok,titok,['titok'],['titok']
688,ini udah bagus,5,1,iniudahbagus,iniudahbagus,['iniudahbagus'],['iniudahbagus']
689,Aplikasi bagus sekali udah hiburan pada saat kita boring,5,1,Aplikasibagussekaliudahhiburanpadasaatkitaboring,aplikasibagussekaliudahhiburanpadasaatkitaboring,['aplikasibagussekaliudahhiburanpadasaatkitaboring'],['aplikasibagussekaliudahhiburanpadasaatkitaboring']
690,Tik,1,-1,Tik,tik,['tik'],['tik']
691,Lihat perkembangan dulu,3,0,Lihatperkembangandulu,lihatperkembangandulu,['lihatperkembangandulu'],['lihatperkembangandulu']
692,Bgs bet,5,1,Bgsbet,bgsbet,['bgsbet'],['bgsbet']
693,Sangat membantu orang yang betee jadi bisa hiburan,4,1,Sangatmembantuorangyangbeteejadibisahiburan,sangatmembantuorangyangbeteejadibisahiburan,['sangatmembantuorangyangbeteejadibisahiburan'],['sangatmembantuorangyangbeteejadibisahiburan']
694,Eu realmente gosto deste aplicativo🥰🥰,5,1,Eurealmentegostodesteaplicativo,eurealmentegostodesteaplicativo,['eurealmentegostodesteaplicativo'],['eurealmentegostodesteaplicativo']
695,Aplikasi ini sangat berguna untuk anak² Sekarang,5,1,AplikasiinisangatbergunauntukanakSekarang,aplikasiinisangatbergunauntukanaksekarang,['aplikasiinisangatbergunauntukanaksekarang'],['aplikasiinisangatbergunauntukanaksekarang']
696,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
697,Good 👍,5,1,Good,good,['good'],['good']
698,"Mudahan"" tiktok trus membagi uang Saya kasi b8ntang 5",5,1,MudahantiktoktrusmembagiuangSayakasibntang,mudahantiktoktrusmembagiuangsayakasibntang,['mudahantiktoktrusmembagiuangsayakasibntang'],['mudahantiktoktrusmembagiuangsayakasibntang']
699,Keren,5,1,Keren,keren,['keren'],['keren']
700,Aku suka sama tiktok karena bisa membuat Vidio dan lain lain nya bikin banyak konten iang seruh baget guis coba kalian download aplikasi ini karena seru re lagi 🤝😄😀,5,1,AkusukasamatiktokkarenabisamembuatVidiodanlainlainnyabikinbanyakkonteniangseruhbagetguiscobakaliandownloadaplikasiinikarenaserurelagi,akusukasamatiktokkarenabisamembuatvidiodanlainlainnyabikinbanyakkonteniangseruhbagetguiscobakaliandownloadaplikasiinikarenaserurelagi,['akusukasamatiktokkarenabisamembuatvidiodanlainlainnyabikinbanyakkonteniangseruhbagetguiscobakaliandownloadaplikasiinikarenaserurelagi'],['akusukasamatiktokkarenabisamembuatvidiodanlainlainnyabikinbanyakkonteniangseruhbagetguiscobakaliandownloadaplikasiinikarenaserurelagi']
701,AGHHH.,1,-1,AGHHH,aghhh,['aghhh'],['aghhh']
702,apk y dkit dkit pelanggaran makin ksni makin jelek,1,-1,apkydkitdkitpelanggaranmakinksnimakinjelek,apkydkitdkitpelanggaranmakinksnimakinjelek,['apkydkitdkitpelanggaranmakinksnimakinjelek'],['apkydkitdkitpelanggaranmakinksnimakinjelek']
703,The best,5,1,Thebest,thebest,['thebest'],['thebest']
704,Aiioo kita download aplikasi ini sangat bagus,5,1,Aiiookitadownloadaplikasiinisangatbagus,aiiookitadownloadaplikasiinisangatbagus,['aiiookitadownloadaplikasiinisangatbagus'],['aiiookitadownloadaplikasiinisangatbagus']
705,💃💃💃💝💝💝💝,5,1,,,[],[]
706,Aplikasi ini menghibur saya,4,1,Aplikasiinimenghibursaya,aplikasiinimenghibursaya,['aplikasiinimenghibursaya'],['aplikasiinimenghibursaya']
707,Bener2 aplikasi yang sangat menghibur,5,1,Beneraplikasiyangsangatmenghibur,beneraplikasiyangsangatmenghibur,['beneraplikasiyangsangatmenghibur'],['beneraplikasiyangsangatmenghibur']
708,Pemula,5,1,Pemula,pemula,['pemula'],['pemula']
709,Keren,5,1,Keren,keren,['keren'],['keren']
710,Bagus bangetttttttt😍,5,1,Bagusbangetttttttt,bagusbangetttttttt,['bagusbangetttttttt'],['bagusbangetttttttt']
711,Gak bisa dibuka,1,-1,Gakbisadibuka,gakbisadibuka,['gakbisadibuka'],['gakbisadibuka']
712,No love For you,5,1,NoloveForyou,noloveforyou,['noloveforyou'],['noloveforyou']
713,Sangat puas,5,1,Sangatpuas,sangatpuas,['sangatpuas'],['sangatpuas']
714,Bagus banget😍,5,1,Bagusbanget,bagusbanget,['bagusbanget'],['bagusbanget']
715,Sangat menbantu,3,0,Sangatmenbantu,sangatmenbantu,['sangatmenbantu'],['sangatmenbantu']
716,tolong berpaik sekarang,5,1,tolongberpaiksekarang,tolongberpaiksekarang,['tolongberpaiksekarang'],['tolongberpaiksekarang']
717,"Lemot parah. Buat youtube dan lainya lancar giliran buat tok tok sendat""",1,-1,LemotparahBuatyoutubedanlainyalancargiliranbuattoktoksendat,lemotparahbuatyoutubedanlainyalancargiliranbuattoktoksendat,['lemotparahbuatyoutubedanlainyalancargiliranbuattoktoksendat'],['lemotparahbuatyoutubedanlainyalancargiliranbuattoktoksendat']
718,Tiktok jelek masa gunakan suara inga bisa sih,1,-1,Tiktokjelekmasagunakansuaraingabisasih,tiktokjelekmasagunakansuaraingabisasih,['tiktokjelekmasagunakansuaraingabisasih'],['tiktokjelekmasagunakansuaraingabisasih']
719,Saya kasih rating satu karna kadang kita lagi asik nonton malah keluar sendiri,1,-1,Sayakasihratingsatukarnakadangkitalagiasiknontonmalahkeluarsendiri,sayakasihratingsatukarnakadangkitalagiasiknontonmalahkeluarsendiri,['sayakasihratingsatukarnakadangkitalagiasiknontonmalahkeluarsendiri'],['sayakasihratingsatukarnakadangkitalagiasiknontonmalahkeluarsendiri']
720,Aplikasi ini bagus kita bisa berpengalaman jadi tiktokres gitu,5,1,Aplikasiinibaguskitabisaberpengalamanjaditiktokresgitu,aplikasiinibaguskitabisaberpengalamanjaditiktokresgitu,['aplikasiinibaguskitabisaberpengalamanjaditiktokresgitu'],['aplikasiinibaguskitabisaberpengalamanjaditiktokresgitu']
721,Bagus sekali,4,1,Bagussekali,bagussekali,['bagussekali'],['bagussekali']
722,Sangat bagus sekali,5,1,Sangatbagussekali,sangatbagussekali,['sangatbagussekali'],['sangatbagussekali']
723,Up,1,-1,Up,up,['up'],['up']
724,Selalu sukses,5,1,Selalusukses,selalusukses,['selalusukses'],['selalusukses']
725,Tiktok keren i love tiktok,5,1,Tiktokkerenilovetiktok,tiktokkerenilovetiktok,['tiktokkerenilovetiktok'],['tiktokkerenilovetiktok']
726,Teni,5,1,Teni,teni,['teni'],['teni']
727,Aplikasinya bagus banget,5,1,Aplikasinyabagusbanget,aplikasinyabagusbanget,['aplikasinyabagusbanget'],['aplikasinyabagusbanget']
728,Terima kasih,5,1,Terimakasih,terimakasih,['terimakasih'],['terimakasih']
729,Bagusss bngggga,5,1,Bagusssbngggga,bagusssbngggga,['bagusssbngggga'],['bagusssbngggga']
730,Nice,5,1,Nice,nice,['nice'],['nice']
731,"Pihak tiktok kami sangat berterima kasih atas apknya, sangat keren, namun kami mohon penyematan vidio yg sekrng cuman 3 kalau boleh di tambahin 10 atau lebih,",3,0,Pihaktiktokkamisangatberterimakasihatasapknyasangatkerennamunkamimohonpenyematanvidioygsekrngcumankalaubolehditambahinataulebih,pihaktiktokkamisangatberterimakasihatasapknyasangatkerennamunkamimohonpenyematanvidioygsekrngcumankalaubolehditambahinataulebih,['pihaktiktokkamisangatberterimakasihatasapknyasangatkerennamunkamimohonpenyematanvidioygsekrngcumankalaubolehditambahinataulebih'],['pihaktiktokkamisangatberterimakasihatasapknyasangatkerennamunkamimohonpenyematanvidioygsekrngcumankalaubolehditambahinataulebih']
732,Bagus,5,1,Bagus,bagus,['bagus'],['bagus']
733,Kenapa aku ku di blokir padahal saya tidak melakukan kesalahan apapun jadi saya ingin akun saya kembali makasih🙏,1,-1,Kenapaakukudiblokirpadahalsayatidakmelakukankesalahanapapunjadisayainginakunsayakembalimakasih,kenapaakukudiblokirpadahalsayatidakmelakukankesalahanapapunjadisayainginakunsayakembalimakasih,['kenapaakukudiblokirpadahalsayatidakmelakukankesalahanapapunjadisayainginakunsayakembalimakasih'],['kenapaakukudiblokirpadahalsayatidakmelakukankesalahanapapunjadisayainginakunsayakembalimakasih']
734,Aku sangat senang ada tik tok,5,1,Akusangatsenangadatiktok,akusangatsenangadatiktok,['akusangatsenangadatiktok'],['akusangatsenangadatiktok']
735,I love you,5,1,Iloveyou,iloveyou,['iloveyou'],['iloveyou']
736,Aplikasi nya bagus,5,1,Aplikasinyabagus,aplikasinyabagus,['aplikasinyabagus'],['aplikasinyabagus']
737,Aku suda taru di ankal lahir tapi ta berhasil,1,-1,Akusudatarudiankallahirtapitaberhasil,akusudatarudiankallahirtapitaberhasil,['akusudatarudiankallahirtapitaberhasil'],['akusudatarudiankallahirtapitaberhasil']
738,Daya kasi Bintang karena tiktok ini Sangat bagus...,4,1,DayakasiBintangkarenatiktokiniSangatbagus,dayakasibintangkarenatiktokinisangatbagus,['dayakasibintangkarenatiktokinisangatbagus'],['dayakasibintangkarenatiktokinisangatbagus']
739,Semakin didepan,5,1,Semakindidepan,semakindidepan,['semakindidepan'],['semakindidepan']
740,Aplikasi Yg sangat membantuku Untuk do media sosial,5,1,AplikasiYgsangatmembantukuUntukdomediasosial,aplikasiygsangatmembantukuuntukdomediasosial,['aplikasiygsangatmembantukuuntukdomediasosial'],['aplikasiygsangatmembantukuuntukdomediasosial']
741,Kl gk ngelag ksih bintang 5,2,-1,Klgkngelagksihbintang,klgkngelagksihbintang,['klgkngelagksihbintang'],['klgkngelagksihbintang']
742,Wah! Keren,5,1,WahKeren,wahkeren,['wahkeren'],['wahkeren']
743,Afi,1,-1,Afi,afi,['afi'],['afi']
