Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
2025-01-03 22:06:02,Dewi Okta,1,"makin kesini makin gajelas kocak tiap mau dibuka selalu ngestuck logo itupun gabakal bisa dibuka klo ga di uninstall dulu, uda berapa kali gua uninstall ni apk cb? yg make wifi gampang coba yg lain yg make kuota, kasian oon, mending lu gausa nambah nambahin fitur gajelas deh, makin lu tambah fitur makin burik ni apk kocak, yg ada makin kaga bisa dibuka, gua cape ya lol tiap mau buka selalu ngestuck logo, dan mau gamau harus di uninstall dl baru bisa dibuka lagi, mending gua hapus selamanya dah.",makin kesini makin gajelas kocak tiap mau dibuka selalu ngestuck logo itupun gabakal bisa dibuka klo ga di uninstall dulu uda berapa kali gua uninstall ni apk cb yg make wifi gampang coba yg lain yg make kuota kasian oon mending lu gausa nambah nambahin fitur gajelas deh makin lu tambah fitur makin burik ni apk kocak yg ada makin kaga bisa dibuka gua cape ya lol tiap mau buka selalu ngestuck logo dan mau gamau harus di uninstall dl baru bisa dibuka lagi mending gua hapus selamanya dah,makin kesini makin gajelas kocak tiap mau dibuka selalu ngestuck logo itupun gabakal bisa dibuka klo ga di uninstall dulu uda berapa kali gua uninstall ni apk cb yg make wifi gampang coba yg lain yg make kuota kasian oon mending lu gausa nambah nambahin fitur gajelas deh makin lu tambah fitur makin burik ni apk kocak yg ada makin kaga bisa dibuka gua cape ya lol tiap mau buka selalu ngestuck logo dan mau gamau harus di uninstall dl baru bisa dibuka lagi mending gua hapus selamanya dah,makin kesini makin kocak tiap mau dibuka selalu ngestuck logo itupun bisa dibuka kalau tidak di uninstall dulu sudah berapa kali gua uninstall nih apk coba yang memakai wifi gampang coba yang lain yang memakai kuota kasihan oon mending kamu menambah nambahin fitur deh makin kamu tambah fitur makin burik nih apk kocak yang ada makin kagak bisa dibuka gua capek ya lol tiap mau buka selalu ngestuck logo dan mau harus di uninstall dulu baru bisa dibuka lagi mending gua hapus selamanya sudah,"['makin', 'kesini', 'makin', 'kocak', 'tiap', 'mau', 'dibuka', 'selalu', 'ngestuck', 'logo', 'itupun', 'bisa', 'dibuka', 'kalau', 'tidak', 'di', 'uninstall', 'dulu', 'sudah', 'berapa', 'kali', 'gua', 'uninstall', 'nih', 'apk', 'coba', 'yang', 'memakai', 'wifi', 'gampang', 'coba', 'yang', 'lain', 'yang', 'memakai', 'kuota', 'kasihan', 'oon', 'mending', 'kamu', 'menambah', 'nambahin', 'fitur', 'deh', 'makin', 'kamu', 'tambah', 'fitur', 'makin', 'burik', 'nih', 'apk', 'kocak', 'yang', 'ada', 'makin', 'kagak', 'bisa', 'dibuka', 'gua', 'capek', 'ya', 'lol', 'tiap', 'mau', 'buka', 'selalu', 'ngestuck', 'logo', 'dan', 'mau', 'harus', 'di', 'uninstall', 'dulu', 'baru', 'bisa', 'dibuka', 'lagi', 'mending', 'gua', 'hapus', 'selamanya', 'sudah']","['kesini', 'kocak', 'dibuka', 'ngestuck', 'logo', 'itupun', 'dibuka', 'uninstall', 'kali', 'gua', 'uninstall', 'nih', 'apk', 'coba', 'memakai', 'wifi', 'gampang', 'coba', 'memakai', 'kuota', 'kasihan', 'oon', 'mending', 'menambah', 'nambahin', 'fitur', 'deh', 'fitur', 'burik', 'nih', 'apk', 'kocak', 'kagak', 'dibuka', 'gua', 'capek', 'ya', 'lol', 'buka', 'ngestuck', 'logo', 'uninstall', 'dibuka', 'mending', 'gua', 'hapus']",kesini kocak buka ngestuck logo itu buka uninstall kali gua uninstall nih apk coba pakai wifi gampang coba pakai kuota kasihan oon mending tambah nambahin fitur deh fitur burik nih apk kocak kagak buka gua capek ya lol buka ngestuck logo uninstall buka mending gua hapus,Negative
2025-01-03 21:25:55,Chandra Barerong,5,Jos,Jos,jos,jos,['jos'],['jos'],jos,Positif
2025-01-03 19:55:48,Anga Kiwuk,1,"Aplikasinya gak bisa dibuka,lagi scerol-scerol tiktok tiba tiba keluar ga jelas",Aplikasinya gak bisa dibukalagi scerolscerol tiktok tiba tiba keluar ga jelas,aplikasinya gak bisa dibukalagi scerolscerol tiktok tiba tiba keluar ga jelas,aplikasinya tidak bisa dibukalagi scerolscerol tiktok tiba tiba keluar tidak jelas,"['aplikasinya', 'tidak', 'bisa', 'dibukalagi', 'scerolscerol', 'tiktok', 'tiba', 'tiba', 'keluar', 'tidak', 'jelas']","['aplikasinya', 'dibukalagi', 'scerolscerol', 'tiktok']",aplikasi dibukalagi scerolscerol tiktok,Negative
2025-01-03 19:46:32,Bajudin Dinnur,5,sangat bagus,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus,Negative
2025-01-03 13:53:45,Jill Quinara,2,gk offline,gk offline,gk offline,tidak offline,"['tidak', 'offline']",['offline'],offline,Positif
2025-01-03 13:17:05,Ukhi lebew,5,F bar byh,F bar byh,f bar byh,f bar byh,"['f', 'bar', 'byh']","['f', 'bar', 'byh']",f bar byh,Negative
2025-01-03 11:04:51,Talita Sulistiya,3,tiktok skrg sgt aneh,tiktok skrg sgt aneh,tiktok skrg sgt aneh,tiktok sekarang sangat aneh,"['tiktok', 'sekarang', 'sangat', 'aneh']","['tiktok', 'aneh']",tiktok aneh,Positif
2025-01-03 10:21:16,6Gadgets,5,Ni ko Ni ko niko,Ni ko Ni ko niko,ni ko ni ko niko,nih kok nih kok niko,"['nih', 'kok', 'nih', 'kok', 'niko']","['nih', 'nih', 'niko']",nih nih niko,Negative
2025-01-03 05:23:44,Zayyd Yazid,5,Jual dari ribuan produk,Jual dari ribuan produk,jual dari ribuan produk,jual dari ribuan produk,"['jual', 'dari', 'ribuan', 'produk']","['jual', 'ribuan', 'produk']",jual ribu produk,Positif
2025-01-02 22:53:50,Grace Fabiola,1,"Banyak video yg menghina kepala negara bebas berkeliaran di aplikasi tik tok, dilaporkan ke tik tok tp katanya tdk melanggar, tiap komentar dibilang melanggar, sampai diblok permanen. Tik tok bangsatt 😡 admin tik tok PKI",Banyak video yg menghina kepala negara bebas berkeliaran di aplikasi tik tok dilaporkan ke tik tok tp katanya tdk melanggar tiap komentar dibilang melanggar sampai diblok permanen Tik tok bangsatt  admin tik tok PKI,banyak video yg menghina kepala negara bebas berkeliaran di aplikasi tik tok dilaporkan ke tik tok tp katanya tdk melanggar tiap komentar dibilang melanggar sampai diblok permanen tik tok bangsatt  admin tik tok pki,banyak video yang menghina kepala negara bebas berkeliaran di aplikasi tik tok dilaporkan ke tik tok tapi katanya tidak melanggar tiap komentar dibilang melanggar sampai diblok permanen tik tok bangsatt admin tik tok pki,"['banyak', 'video', 'yang', 'menghina', 'kepala', 'negara', 'bebas', 'berkeliaran', 'di', 'aplikasi', 'tik', 'tok', 'dilaporkan', 'ke', 'tik', 'tok', 'tapi', 'katanya', 'tidak', 'melanggar', 'tiap', 'komentar', 'dibilang', 'melanggar', 'sampai', 'diblok', 'permanen', 'tik', 'tok', 'bangsatt', 'admin', 'tik', 'tok', 'pki']","['video', 'menghina', 'kepala', 'negara', 'bebas', 'berkeliaran', 'aplikasi', 'tik', 'tok', 'dilaporkan', 'tik', 'tok', 'melanggar', 'komentar', 'dibilang', 'melanggar', 'diblok', 'permanen', 'tik', 'tok', 'bangsatt', 'admin', 'tik', 'tok', 'pki']",video hina kepala negara bebas liar aplikasi tik tok lapor tik tok langgar komentar bilang langgar blok permanen tik tok bangsatt admin tik tok pki,Negative
2025-01-02 19:04:18,Mar Maryono,5,joko jomlo,joko jomlo,joko jomlo,joko jomlo,"['joko', 'jomlo']","['joko', 'jomlo']",joko jomlo,Positif
2025-01-02 16:55:16,agung santoso,1,"sistem taii, dikit² blokir beberapa kali akun gua kena blokir",sistem taii dikit blokir beberapa kali akun gua kena blokir,sistem taii dikit blokir beberapa kali akun gua kena blokir,sistem taii dikit blokir beberapa kali akun gua kena blokir,"['sistem', 'taii', 'dikit', 'blokir', 'beberapa', 'kali', 'akun', 'gua', 'kena', 'blokir']","['sistem', 'taii', 'dikit', 'blokir', 'kali', 'akun', 'gua', 'kena', 'blokir']",sistem taii dikit blokir kali akun gua kena blokir,Negative
2025-01-02 16:50:16,Keysha Talitha AZ zahra,1,NGE BUG GAJELAS!,NGE BUG GAJELAS,nge bug gajelas,nge bug,"['nge', 'bug']","['nge', 'bug']",nge bug,Negative
2025-01-02 16:30:20,Suci Ardini sarumaha,2,Tt gua g ada pesan Kirim ke temn kyk aneh pliss tolong gmn cara membetoloinny,Tt gua g ada pesan Kirim ke temn kyk aneh pliss tolong gmn cara membetoloinny,tt gua g ada pesan kirim ke temn kyk aneh pliss tolong gmn cara membetoloinny,tt gua tidak ada pesan kirim ke temn kayak aneh pliss tolong bagaimana cara membetoloinny,"['tt', 'gua', 'tidak', 'ada', 'pesan', 'kirim', 'ke', 'temn', 'kayak', 'aneh', 'pliss', 'tolong', 'bagaimana', 'cara', 'membetoloinny']","['tt', 'gua', 'pesan', 'kirim', 'temn', 'kayak', 'aneh', 'pliss', 'tolong', 'membetoloinny']",tt gua pesan kirim temn kayak aneh pliss tolong membetoloinny,Negative
2025-01-02 16:00:27,Adam 10,1,kenapa di tiktok ku gak ada fitur foto nya anjg!!,kenapa di tiktok ku gak ada fitur foto nya anjg,kenapa di tiktok ku gak ada fitur foto nya anjg,kenapa di tiktok ku tidak ada fitur foto ya anjg,"['kenapa', 'di', 'tiktok', 'ku', 'tidak', 'ada', 'fitur', 'foto', 'ya', 'anjg']","['tiktok', 'ku', 'fitur', 'foto', 'ya', 'anjg']",tiktok ku fitur foto ya anjg,Positif
2025-01-02 15:33:44,Ika mustika ika,5,Titktok nya jelek,Titktok nya jelek,titktok nya jelek,titktok ya jelek,"['titktok', 'ya', 'jelek']","['titktok', 'ya', 'jelek']",titktok ya jelek,Positif
2025-01-02 13:28:13,Usman Heriyanto,3,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,Negative
2025-01-02 12:59:17,Giyatno,5,Bagusss banget looo aku kasih bintang 5,Bagusss banget looo aku kasih bintang ,bagusss banget looo aku kasih bintang ,bagus banget loh aku kasih bintang,"['bagus', 'banget', 'loh', 'aku', 'kasih', 'bintang']","['bagus', 'banget', 'loh', 'kasih', 'bintang']",bagus banget loh kasih bintang,Positif
2025-01-02 12:41:46,Kus Tina,5,wkwkwk bagus bgt,wkwkwk bagus bgt,wkwkwk bagus bgt,wkwkwk bagus banget,"['wkwkwk', 'bagus', 'banget']","['wkwkwk', 'bagus', 'banget']",wkwkwk bagus banget,Positif
2025-01-02 10:50:08,Viesca Widyastika,1,Tiktok ngentot,Tiktok ngentot,tiktok ngentot,tiktok ngentot,"['tiktok', 'ngentot']","['tiktok', 'ngentot']",tiktok ngentot,Positif
2025-01-02 08:24:26,Bashori Shori,1,"Kenapa pas mau login gk bisa, padahal ada data, tolong di respon ini gk bisa login cuy tolong buat emosi aja.",Kenapa pas mau login gk bisa padahal ada data tolong di respon ini gk bisa login cuy tolong buat emosi aja,kenapa pas mau login gk bisa padahal ada data tolong di respon ini gk bisa login cuy tolong buat emosi aja,kenapa pas mau login tidak bisa padahal ada data tolong di respon ini tidak bisa login cuy tolong buat emosi saja,"['kenapa', 'pas', 'mau', 'login', 'tidak', 'bisa', 'padahal', 'ada', 'data', 'tolong', 'di', 'respon', 'ini', 'tidak', 'bisa', 'login', 'cuy', 'tolong', 'buat', 'emosi', 'saja']","['pas', 'login', 'data', 'tolong', 'respon', 'login', 'cuy', 'tolong', 'emosi']",pas login data tolong respon login cuy tolong emosi,Positif
2025-01-02 07:57:22,Ahmad Rizky,1,"kapan mau perbaiki bug nya ya? gw hampir tiap hari harus hapus trs download lgi buat bisa buka apk nya, ngeselin bngt di buka kgk masuk'",kapan mau perbaiki bug nya ya gw hampir tiap hari harus hapus trs download lgi buat bisa buka apk nya ngeselin bngt di buka kgk masuk,kapan mau perbaiki bug nya ya gw hampir tiap hari harus hapus trs download lgi buat bisa buka apk nya ngeselin bngt di buka kgk masuk,kapan mau perbaiki bug ya ya gue hampir tiap hari harus hapus terus download lagi buat bisa buka apk ya mengesalkan banget di buka kgk masuk,"['kapan', 'mau', 'perbaiki', 'bug', 'ya', 'ya', 'gue', 'hampir', 'tiap', 'hari', 'harus', 'hapus', 'terus', 'download', 'lagi', 'buat', 'bisa', 'buka', 'apk', 'ya', 'mengesalkan', 'banget', 'di', 'buka', 'kgk', 'masuk']","['perbaiki', 'bug', 'ya', 'ya', 'gue', 'hapus', 'download', 'buka', 'apk', 'ya', 'mengesalkan', 'banget', 'buka', 'kgk', 'masuk']",baik bug ya ya gue hapus download buka apk ya kesal banget buka kgk masuk,Positif
2025-01-01 20:54:31,Muhammad zidan Albani,1,gabisa login,gabisa login,gabisa login,login,['login'],['login'],login,Negative
2025-01-01 18:32:06,Muh Idris,5,Bagu cuma gak bisa trend patah patah gitu,Bagu cuma gak bisa trend patah patah gitu,bagu cuma gak bisa trend patah patah gitu,bagu cuma tidak bisa trend patah patah begitu,"['bagu', 'cuma', 'tidak', 'bisa', 'trend', 'patah', 'patah', 'begitu']","['bagu', 'trend', 'patah', 'patah']",bagu trend patah patah,Negative
2025-01-01 17:31:10,Andre Azka,3,"woy tolong jelasin ini kena video gua yg di sukai tetep aja 39,2rb .. yg suka uda nambah tpi di profil masih tetep 39,2rb .. coba jlasin coba perbaiki",woy tolong jelasin ini kena video gua yg di sukai tetep aja rb  yg suka uda nambah tpi di profil masih tetep rb  coba jlasin coba perbaiki,woy tolong jelasin ini kena video gua yg di sukai tetep aja rb  yg suka uda nambah tpi di profil masih tetep rb  coba jlasin coba perbaiki,woy tolong jelasin ini kena video gua yang di sukai tetap saja ribu yang suka sudah menambah tapi di profil masih tetap ribu coba jlasin coba perbaiki,"['woy', 'tolong', 'jelasin', 'ini', 'kena', 'video', 'gua', 'yang', 'di', 'sukai', 'tetap', 'saja', 'ribu', 'yang', 'suka', 'sudah', 'menambah', 'tapi', 'di', 'profil', 'masih', 'tetap', 'ribu', 'coba', 'jlasin', 'coba', 'perbaiki']","['woy', 'tolong', 'jelasin', 'kena', 'video', 'gua', 'sukai', 'ribu', 'suka', 'menambah', 'profil', 'ribu', 'coba', 'jlasin', 'coba', 'perbaiki']",woy tolong jelasin kena video gua suka ribu suka tambah profil ribu coba jlasin coba baik,Negative
2025-01-01 15:46:58,Citra Naya,4,banyak hiburan tapi banyak bug juga 😹,banyak hiburan tapi banyak bug juga ,banyak hiburan tapi banyak bug juga ,banyak hiburan tapi banyak bug juga,"['banyak', 'hiburan', 'tapi', 'banyak', 'bug', 'juga']","['hiburan', 'bug']",hibur bug,Positif
2025-01-01 10:25:33,Depijocong3@gmail.com Jocong,1,heh admin anjing,heh admin anjing,heh admin anjing,heh admin anjing,"['heh', 'admin', 'anjing']","['heh', 'admin', 'anjing']",heh admin anjing,Negative
2025-01-01 07:43:57,Rama Ama,1,aplikasi makin hari makin jelek ngelegnya minta ampun akun tiktok keluar sendiri ane,aplikasi makin hari makin jelek ngelegnya minta ampun akun tiktok keluar sendiri ane,aplikasi makin hari makin jelek ngelegnya minta ampun akun tiktok keluar sendiri ane,aplikasi makin hari makin jelek ngelegnya meminta ampun akun tiktok keluar sendiri ane,"['aplikasi', 'makin', 'hari', 'makin', 'jelek', 'ngelegnya', 'meminta', 'ampun', 'akun', 'tiktok', 'keluar', 'sendiri', 'ane']","['aplikasi', 'jelek', 'ngelegnya', 'ampun', 'akun', 'tiktok', 'ane']",aplikasi jelek ngelegnya ampun akun tiktok ane,Negative
2025-01-01 03:44:23,Fran Putra,5,Sering bos ku bagus ok ya pada dapat yng itubosku,Sering bos ku bagus ok ya pada dapat yng itubosku,sering bos ku bagus ok ya pada dapat yng itubosku,sering bos ku bagus ok ya pada dapat yang itubosku,"['sering', 'bos', 'ku', 'bagus', 'ok', 'ya', 'pada', 'dapat', 'yang', 'itubosku']","['bos', 'ku', 'bagus', 'ok', 'ya', 'itubosku']",bos ku bagus ok ya itubosku,Positif
2024-12-31 08:32:51,Gunawan Ugun,2,Perbaiki lagi tiktok nya kenapa videoku buat 100 menonton terus,Perbaiki lagi tiktok nya kenapa videoku buat  menonton terus,perbaiki lagi tiktok nya kenapa videoku buat  menonton terus,perbaiki lagi tiktok ya kenapa videoku buat menonton terus,"['perbaiki', 'lagi', 'tiktok', 'ya', 'kenapa', 'videoku', 'buat', 'menonton', 'terus']","['perbaiki', 'tiktok', 'ya', 'videoku', 'menonton']",baik tiktok ya video tonton,Negative
2024-12-31 07:43:00,Rahim,5,Aplikasinya bagus dan terpercaya tidak menyesal saya mendownload aplikasi TikTok ini pokok nya bagus deh,Aplikasinya bagus dan terpercaya tidak menyesal saya mendownload aplikasi TikTok ini pokok nya bagus deh,aplikasinya bagus dan terpercaya tidak menyesal saya mendownload aplikasi tiktok ini pokok nya bagus deh,aplikasinya bagus dan terpercaya tidak menyesal saya mendownload aplikasi tiktok ini pokok ya bagus deh,"['aplikasinya', 'bagus', 'dan', 'terpercaya', 'tidak', 'menyesal', 'saya', 'mendownload', 'aplikasi', 'tiktok', 'ini', 'pokok', 'ya', 'bagus', 'deh']","['aplikasinya', 'bagus', 'terpercaya', 'menyesal', 'mendownload', 'aplikasi', 'tiktok', 'pokok', 'ya', 'bagus', 'deh']",aplikasi bagus percaya sesal mendownload aplikasi tiktok pokok ya bagus deh,Positif
2024-12-31 06:44:14,Ella Dania,5,Mantaap,Mantaap,mantaap,mantap,['mantap'],['mantap'],mantap,Positif
2024-12-30 23:41:01,Ahmd Dzkr,1,"Asap rokok bisa terdeteksi oleh pihak tiktok, dan langsung dikasih peringatan, tapi kenpa saran saya tentang beberapa live yang tidak sesuai dengan saya, yang sudah saya komplain berkali kali, tapi pihak tiktok ga bisa mendeteksi dan terus memunculkan live itu? bodoh apa gimana ?",Asap rokok bisa terdeteksi oleh pihak tiktok dan langsung dikasih peringatan tapi kenpa saran saya tentang beberapa live yang tidak sesuai dengan saya yang sudah saya komplain berkali kali tapi pihak tiktok ga bisa mendeteksi dan terus memunculkan live itu bodoh apa gimana ,asap rokok bisa terdeteksi oleh pihak tiktok dan langsung dikasih peringatan tapi kenpa saran saya tentang beberapa live yang tidak sesuai dengan saya yang sudah saya komplain berkali kali tapi pihak tiktok ga bisa mendeteksi dan terus memunculkan live itu bodoh apa gimana ,asap rokok bisa terdeteksi oleh pihak tiktok dan langsung dikasih peringatan tapi kenpa saran saya tentang beberapa live yang tidak sesuai dengan saya yang sudah saya komplain berkali kali tapi pihak tiktok tidak bisa mendeteksi dan terus memunculkan live itu bodoh apa bagaimana,"['asap', 'rokok', 'bisa', 'terdeteksi', 'oleh', 'pihak', 'tiktok', 'dan', 'langsung', 'dikasih', 'peringatan', 'tapi', 'kenpa', 'saran', 'saya', 'tentang', 'beberapa', 'live', 'yang', 'tidak', 'sesuai', 'dengan', 'saya', 'yang', 'sudah', 'saya', 'komplain', 'berkali', 'kali', 'tapi', 'pihak', 'tiktok', 'tidak', 'bisa', 'mendeteksi', 'dan', 'terus', 'memunculkan', 'live', 'itu', 'bodoh', 'apa', 'bagaimana']","['asap', 'rokok', 'terdeteksi', 'tiktok', 'langsung', 'dikasih', 'peringatan', 'kenpa', 'saran', 'live', 'sesuai', 'komplain', 'berkali', 'kali', 'tiktok', 'mendeteksi', 'memunculkan', 'live', 'bodoh']",asap rokok deteksi tiktok langsung kasih ingat kenpa saran live sesuai komplain kali kali tiktok deteksi muncul live bodoh,Positif
2024-12-30 21:58:07,joko edori,5,"Jangan di baca nanti menyesal. **************************************************************************************************************************************★*****************************************************************************************************""""**""""**********************************************udah di bilang jangan di baca",Jangan di baca nanti menyesal udah di bilang jangan di baca,jangan di baca nanti menyesal udah di bilang jangan di baca,jangan di baca nanti menyesal sudah di bilang jangan di baca,"['jangan', 'di', 'baca', 'nanti', 'menyesal', 'sudah', 'di', 'bilang', 'jangan', 'di', 'baca']","['baca', 'menyesal', 'bilang', 'baca']",baca sesal bilang baca,Negative
2024-12-30 20:54:35,Juni Putri,5,Ghui,Ghui,ghui,ghui,['ghui'],['ghui'],ghui,Positif
2024-12-30 18:39:09,Inum Tri perasningrum,5,Tiktok sebaik,Tiktok sebaik,tiktok sebaik,tiktok sebaik,"['tiktok', 'sebaik']",['tiktok'],tiktok,Negative
2024-12-30 18:23:19,Kevin Gabriel Tobing,1,"Gk jelas mau masuk apk nya malah gk bisa dibuka katanya udh update tpi kok bug nya kok gk ilang, makin jelek tiktok sekarang gk kayak yg dlu mohon ya tiktok supaya diperbaiki",Gk jelas mau masuk apk nya malah gk bisa dibuka katanya udh update tpi kok bug nya kok gk ilang makin jelek tiktok sekarang gk kayak yg dlu mohon ya tiktok supaya diperbaiki,gk jelas mau masuk apk nya malah gk bisa dibuka katanya udh update tpi kok bug nya kok gk ilang makin jelek tiktok sekarang gk kayak yg dlu mohon ya tiktok supaya diperbaiki,tidak jelas mau masuk apk ya malah tidak bisa dibuka katanya sudah update tapi kok bug ya kok tidak hilang makin jelek tiktok sekarang tidak kayak yang dulu mohon ya tiktok supaya diperbaiki,"['tidak', 'jelas', 'mau', 'masuk', 'apk', 'ya', 'malah', 'tidak', 'bisa', 'dibuka', 'katanya', 'sudah', 'update', 'tapi', 'kok', 'bug', 'ya', 'kok', 'tidak', 'hilang', 'makin', 'jelek', 'tiktok', 'sekarang', 'tidak', 'kayak', 'yang', 'dulu', 'mohon', 'ya', 'tiktok', 'supaya', 'diperbaiki']","['masuk', 'apk', 'ya', 'dibuka', 'update', 'bug', 'ya', 'hilang', 'jelek', 'tiktok', 'kayak', 'mohon', 'ya', 'tiktok', 'diperbaiki']",masuk apk ya buka update bug ya hilang jelek tiktok kayak mohon ya tiktok baik,Positif
2024-12-30 10:19:10,Ziko Ziko setiawan,1,"banyak bug dari kemarin saya hapus download gr² tiktok ga bisa di buka tolo g diperbaiki bug nya,dongoo perbaiki lah bego ini gw seing hapus download perbaiki secepat nya tolong dari pihak tiktok",banyak bug dari kemarin saya hapus download gr tiktok ga bisa di buka tolo g diperbaiki bug nyadongoo perbaiki lah bego ini gw seing hapus download perbaiki secepat nya tolong dari pihak tiktok,banyak bug dari kemarin saya hapus download gr tiktok ga bisa di buka tolo g diperbaiki bug nyadongoo perbaiki lah bego ini gw seing hapus download perbaiki secepat nya tolong dari pihak tiktok,banyak bug dari kemarin saya hapus download gr tiktok tidak bisa di buka tolo tidak diperbaiki bug nyadongoo perbaiki lah bego ini gue seing hapus download perbaiki secepat ya tolong dari pihak tiktok,"['banyak', 'bug', 'dari', 'kemarin', 'saya', 'hapus', 'download', 'gr', 'tiktok', 'tidak', 'bisa', 'di', 'buka', 'tolo', 'tidak', 'diperbaiki', 'bug', 'nyadongoo', 'perbaiki', 'lah', 'bego', 'ini', 'gue', 'seing', 'hapus', 'download', 'perbaiki', 'secepat', 'ya', 'tolong', 'dari', 'pihak', 'tiktok']","['bug', 'kemarin', 'hapus', 'download', 'gr', 'tiktok', 'buka', 'tolo', 'diperbaiki', 'bug', 'nyadongoo', 'perbaiki', 'bego', 'gue', 'seing', 'hapus', 'download', 'perbaiki', 'secepat', 'ya', 'tolong', 'tiktok']",bug kemarin hapus download gr tiktok buka tolo baik bug nyadongoo baik bego gue seing hapus download baik cepat ya tolong tiktok,Negative
2024-12-30 10:13:28,Aninx Dya,2,"kadang waktu buka ni apk yg muncul logonya doanggggg, jadi harus nge unsinstal, terus download lagi.",kadang waktu buka ni apk yg muncul logonya doanggggg jadi harus nge unsinstal terus download lagi,kadang waktu buka ni apk yg muncul logonya doanggggg jadi harus nge unsinstal terus download lagi,kadang waktu buka nih apk yang muncul logonya doanggggg jadi harus nge unsinstal terus download lagi,"['kadang', 'waktu', 'buka', 'nih', 'apk', 'yang', 'muncul', 'logonya', 'doanggggg', 'jadi', 'harus', 'nge', 'unsinstal', 'terus', 'download', 'lagi']","['kadang', 'buka', 'nih', 'apk', 'muncul', 'logonya', 'doanggggg', 'nge', 'unsinstal', 'download']",kadang buka nih apk muncul logo doanggggg nge unsinstal download,Positif
2024-12-30 08:16:16,Mahira Shafa,5,tiktok ini bagus si tapi minus nya sering ga bisa di buka,tiktok ini bagus si tapi minus nya sering ga bisa di buka,tiktok ini bagus si tapi minus nya sering ga bisa di buka,tiktok ini bagus sih tapi minus ya sering tidak bisa di buka,"['tiktok', 'ini', 'bagus', 'sih', 'tapi', 'minus', 'ya', 'sering', 'tidak', 'bisa', 'di', 'buka']","['tiktok', 'bagus', 'sih', 'minus', 'ya', 'buka']",tiktok bagus sih minus ya buka,Negative
